,County Name,Overdoses,Hospitals,Median_Age,Average_Family_Size,Number of Roads,Traffic_Volume,Population,Population_Density,Area_Sq_Miles,Number of Pharmacies,Number of Local Law Enforcements,Number of Fire Departments,Crude Depression Prevalence Estimate,Percent_Male,Shannon_Weiner,Percent_H
6937,LAMB,0.0,1.0,36.4,3.22,212.0,357384.0,2942136.0,2904.4,215760.88,4.0,1.0,6.0,21.6,0.5011002829298963,0.2741452333038899,0.5796133291417793
6938,LAMOILLE,194.0,1.0,39.7,2.87,305.0,786781.0,7564305.0,16104.0,141440.7,,,8.0,22.4,0.5042545036412418,0.1420340129879637,0.0209275584515139
6939,LAMPASAS,10.0,1.0,41.0,3.03,202.0,597943.0,4098984.0,5575.200000000001,144215.88,,1.0,4.0,21.7,0.5016458196181699,0.3129704879570334,0.2077682685977616
6940,LANCASTER,9108.0,13.0,38.047675895351794,3.055257810515621,3937.0,28803989.0,1597796168.0,1677282.4,3397327.73,59.0,5.0,97.0,18.5,0.5038398058850336,0.3573592054314552,0.0807837268595499
6956,LANDER,0.0,1.0,37.0,3.14,73.0,110000.0,435518.0,73.0,402925.69,,,3.0,21.2,0.5147415886229622,0.306691319483949,0.2381200138744363
6957,LANE,4994.0,6.0,39.10440668967348,2.867663923546589,3767.0,20856306.0,1309267838.0,278927.4,16965595.71,69.0,3.0,23.0,18.3,0.5025706940874036,0.2153459046170664,0.115038560411311
6961,LANIER,0.0,1.0,33.3,3.18,142.0,292919.0,1516702.0,7171.0,28357.4,,3.0,1.0,21.5,0.504375184347655,0.4877189378372556,0.0842591682233802
6962,LARAMIE,880.0,2.0,36.9,2.95,895.0,4754548.0,84116575.0,30519.5,2405339.35,18.0,1.0,8.0,15.7,0.5096551929549358,0.2551123945870043,0.1583848773368545
6963,LARIMER,2536.0,5.0,35.5,2.9400000000000004,3205.0,26816747.0,990107830.0,364729.0,8441777.7,51.0,4.0,15.0,21.2,0.5008642830267901,0.2428859242755409,0.1273631460992753
6964,LAS ANIMAS,166.0,1.0,43.9,2.89,251.0,431739.0,3893763.0,803.2,1198647.99,2.0,2.0,7.0,18.3,0.5176240664479653,0.2933203838707233,0.4050394360298737
6965,LASSEN,261.0,1.0,37.0,2.98,80.0,371460.0,2803120.0,592.0,377633.6,6.0,1.0,17.0,18.6,0.610553772070626,0.4704464349854924,0.2027153558052434
6966,LATIMER,0.0,1.0,40.0,3.01,69.0,91270.0,783150.0,1055.7,50311.34999999999,,1.0,6.0,24.1,0.5075804776739357,0.6005037974442142,0.0523364485981308
6967,LAUDERDALE,630.0,6.0,38.470689655172414,2.9735632183908045,1392.0,6548690.0,111683645.0,157339.5,963574.15,,2.0,35.0,25.4,0.4817893573082459,0.3221687367823066,0.0318842695926072
6976,LAURENS,1521.0,3.0,39.9,3.0,337.0,1473600.0,22392976.0,30970.300000000003,243883.53000000003,,2.0,15.0,20.3,0.475795408779702,0.509866447347892,0.0318566250503423
6980,LAVACA,0.0,2.0,45.2,2.94,174.0,465425.0,3399264.0,3462.6,168851.34,,,5.0,21.7,0.4933216766234397,0.2512884487970906,0.2047695371314779
6981,LAWRENCE,5008.0,11.0,40.71314451706608,2.941391914790608,4131.0,11196361.0,179055716.0,414574.3,1973334.51,9.0,20.0,104.0,27.0,0.4902149695911362,0.4689693103933482,0.0284819654362618
7102,LE FLORE,243.0,1.0,38.5,3.07,326.0,748656.0,16529830.0,10203.8,524465.54,,,20.0,26.5,0.5079845420900894,0.5029942031951418,0.0790479890404236
7103,LEA,846.0,2.0,32.0,3.3,361.0,1862153.0,23658135.0,5306.7,1586183.46,10.0,,7.0,18.6,0.5188262573841992,0.2557715781063186,0.6330260034229559
7104,LEBANON,1482.0,3.0,41.0,2.98,728.0,3744317.0,98668024.0,268195.2,263950.96,,2.0,24.0,21.6,0.4937817250071175,0.245574746909246,0.15300220122074
7105,LEE,13720.0,12.0,39.39375266221781,2.958195371290643,7043.0,21297688.0,359154988.0,689392.0,3853697.84,,19.0,91.0,25.3,0.4934475834333667,0.5086814738485084,0.0404761773052391
7249,LEHIGH,4892.0,1.0,39.3,3.08,1635.0,14991800.0,575685135.0,1640886.0,569388.75,,4.0,28.0,20.5,0.493982466909547,0.4445384437340792,0.2874252292615002
7250,LEMHI,0.0,1.0,49.7,2.74,67.0,80190.0,544375.0,113.9,306125.01,1.0,2.0,5.0,17.9,0.5105582524271844,0.1460480032553921,0.0378640776699029
7251,LENOIR,751.0,1.0,41.0,2.96,578.0,2696840.0,34310080.0,85486.2,232552.52,,,9.0,22.0,0.4765434810462541,0.5376759698814161,0.0884264089469734
7252,LEON,1737.0,3.0,45.7,2.89,161.0,693933.0,2762277.0,2511.6,173946.01,,6.0,14.0,20.0,0.4729511146084494,0.5647867286926389,0.0733364943891259
7256,LEVY,584.0,,45.0,2.91,129.0,623485.0,5302803.0,4644.0,146322.12,,4.0,9.0,21.1,0.4947414935925762,0.3233280864242922,0.0984533804684047
7257,LEWIS,1226.0,5.0,41.33230088495575,2.9531415929203537,1582.0,6853354.0,61228877.0,45037.0,2103407.6,13.0,5.0,50.0,18.1,0.5142173797501993,0.3345251528088443,0.0547435556736646
7306,LEXINGTON,3929.0,3.0,35.896356275303646,2.975263157894737,741.0,7605760.0,174303879.0,500143.2,486524.97,,6.0,10.0,22.7,0.4878788177048986,0.4379593621574196,0.069036112560163
7308,LEXINGTON (CITY),0.0,,,,,,,,,,,,,,,
7309,LIBERTY,1196.0,5.0,34.80145454545455,3.2285,1100.0,4690155.0,73295111.0,78522.8,1121612.38,1.0,4.0,23.0,19.0,0.6013415756938051,0.4174688557449881,0.0747073523609101
7325,LICKING,2381.0,1.0,39.0,3.0,1484.0,7933778.0,248801504.0,359424.8,1020309.36,,2.0,16.0,23.2,0.4966502903081733,0.3070781075819059,0.0240241730490353
7326,LIMESTONE,62.0,3.0,38.4912037037037,3.021851851851852,864.0,4172871.0,60414832.0,91520.0,601713.76,,2.0,17.0,24.9,0.5033543733092877,0.424038620517452,0.066844003606853
7330,LINCOLN,2514.0,28.0,41.056917156167714,2.946765242049828,4937.0,16419744.0,170955047.0,309301.6,6568789.7,56.0,33.0,147.0,22.8,0.6400588417466708,0.4675625372627898,0.0477702074945803
7882,LINN,993.0,5.0,37.3167949298325,2.972630149388864,4418.0,25057963.0,847153134.0,1147449.0,3144553.42,68.0,12.0,38.0,18.2,0.4956840280658245,0.3321766868216284,0.0381822706771513
7898,LIPSCOMB,0.0,,36.8,3.1,88.0,53903.0,289872.0,308.0,82026.56,,2.0,3.0,21.1,0.5196215837421163,0.2813600409507667,0.3672039243167484
7899,LITCHFIELD,2789.0,2.0,44.4,2.9700000000000006,1635.0,9964120.0,310085925.0,328635.0,1544584.5,,10.0,32.0,19.4,,,
7900,LITTLE RIVER,0.0,1.0,41.2,2.93,110.0,306520.0,1456400.0,2563.0,62063.100000000006,,,11.0,23.1,0.4853227307334405,0.4646773027750634,0.0428897724388799
7901,LIVE OAK,0.0,,43.7,2.93,172.0,758912.0,2098400.0,1840.4,185563.92,,1.0,3.0,21.3,0.5727161358067904,0.2885735237799318,0.4145957297864893
7902,LIVINGSTON,972.0,6.0,39.95616015047696,3.0451847373370957,7443.0,23143948.0,893303196.0,1404662.5,5320976.24,2.0,20.0,61.0,17.7,0.5073899946510515,0.2009287464282294,0.0553475408913037
7932,LLANO,0.0,1.0,55.0,2.61,134.0,493316.0,2641944.0,2680.0,129441.32,,1.0,5.0,21.0,0.4886867790594498,0.164125259777061,0.1284826974267968
7933,LOGAN,2325.0,9.0,40.12592699884125,2.923789107763615,3452.0,8163880.0,113958550.0,202248.7,2385839.97,14.0,13.0,72.0,25.3,0.4955065167270503,0.2091819140195824,0.0347245094810144
8033,LONOKE,569.0,,35.3,3.09,331.0,1850010.0,23246792.0,28168.099999999995,265730.1099999999,,,11.0,24.1,0.4958856763044201,0.2911678118247917,0.0522299767364572
8034,LORAIN,5454.0,5.0,40.0,3.02,1532.0,11450284.0,466723800.0,932834.8,758217.4400000001,,1.0,21.0,21.9,0.496427080830182,0.3438067482490962,0.1101597379437692
8035,LOS ANGELES,82928.0,90.0,34.8,3.58,34157.0,803358411.0,338302575537.0,82055361.10000001,139606148.83,1455.0,56.0,43.0,16.0,0.4964727380683208,0.5941029897093295,0.4903351850369782
8036,LOUDON,1024.0,1.0,46.0,2.82,241.0,2051414.0,12030238.0,47308.3,59616.17,,,6.0,24.3,0.4947835203932555,0.1688489901353261,0.0994654612330485
8037,LOUDOUN,1445.0,2.0,34.8,3.39,2217.0,22689205.0,726544155.0,1328204.7,1155810.78,,1.0,10.0,15.5,0.5019776201441846,0.6158301730792748,0.1395535600634134
8038,LOUISA,536.0,,41.00900783289817,3.016266318537859,1532.0,2438899.0,33080630.0,67617.20000000001,703768.6,,3.0,10.0,17.1,0.5117542380818582,0.2305380453183919,0.165308607286691
8042,LOUP,0.0,,48.5,2.78,27.0,16540.0,17469.0,29.700000000000003,15420.24,,,1.0,16.4,0.5058430717863105,0.0699762262177629,0.0450751252086811
8043,LOVE,0.0,1.0,40.8,2.9700000000000006,87.0,361485.0,833982.0,1539.9,46344.9,,1.0,11.0,24.8,0.5062634566451361,0.4100254659883716,0.185946369152476
8044,LOVING,0.0,,51.7,2.58,15.0,57423.0,1260.0,1.5,10148.4,,,,22.1,0.7843137254901961,0.1622678849229743,0.2156862745098039
8045,LOWNDES,299.0,3.0,33.05080251221214,3.088967201674808,1433.0,8819969.0,121689942.0,229509.1,769938.59,,7.0,15.0,23.0,0.4801063720977805,0.4175446265673684,0.0180014319320855
8054,LUBBOCK,1701.0,6.0,30.4,3.12,3007.0,26450244.0,859271299.0,930967.2,2708525.18,55.0,2.0,11.0,21.7,0.4937445089289932,0.3527280339865725,0.3762773136499759
8055,LUCAS,9619.0,9.0,38.53755203996669,2.9961615320566195,3603.0,24594645.0,1224781284.0,3556879.5,1319937.72,2.0,1.0,17.0,17.5,0.5114512602140637,0.1033621528823033,0.030268155138681
8059,LUMPKIN,234.0,1.0,36.1,3.0,121.0,529885.0,3710707.0,12729.2,34451.12,,2.0,1.0,22.0,0.4985630532245085,0.1837955699804266,0.0571904816645591
8060,LUNA,117.0,1.0,39.5,3.13,276.0,1097391.0,7017300.0,2346.0,818373.12,4.0,1.0,4.0,18.7,0.5018058953745776,0.2788441684631473,0.6937356790554973
8061,LUZERNE,6963.0,4.0,42.5,2.94,2166.0,13423801.0,695966124.0,766547.3999999999,1964172.12,,11.0,68.0,21.8,0.4991190952572089,0.32275492149716,0.1733130291173487
8062,LYCOMING,1282.0,4.0,41.0,2.88,1896.0,4995966.0,221092560.0,177086.40000000002,2358131.04,,3.0,31.0,22.1,0.4935457631913991,0.2411277252386106,0.0242696986843966
8063,LYMAN,0.0,,36.0,3.19,121.0,170215.0,453871.0,266.20000000000005,206526.43,2.0,1.0,5.0,15.9,0.5292524377031419,0.5801193275121075,0.0438786565547128
8064,LYNCHBURG (CITY),953.0,,,,,,,,,,,,,,,
8065,LYNN,0.0,1.0,39.4,3.11,163.0,271732.0,977185.0,1075.8,145622.57,1.0,,3.0,21.6,0.5202655485674353,0.2373161431398514,0.4446191474493361
8066,LYON,567.0,5.0,37.61538166474875,3.025205216724204,2607.0,4206148.0,60685317.0,73269.7,2131346.26,13.0,4.0,21.0,16.9,0.5118646851137203,0.1227946649030621,0.0337466130224156
8091,MACON,1910.0,6.0,40.78726415094339,2.9019634433962267,3392.0,9444301.0,275293716.0,470144.8,2042033.43,2.0,9.0,39.0,22.2,0.4564700799308706,0.3751959631504953,0.0254914668394901
8127,MACOUPIN,308.0,2.0,41.6,2.9,2115.0,2370815.0,101833020.0,116536.5,1835079.75,,9.0,14.0,18.2,0.4983387953441067,0.1168033985987691,0.0133800429427053
8128,MADERA,1162.0,2.0,,,,,,,,21.0,2.0,4.0,18.8,0.4911079772364217,0.3912803210265038,0.6083953174920128
8129,MADISON,13421.0,30.0,38.273000991616335,2.9836554583971875,11093.0,63733331.0,2062692470.0,2918556.9,7518156.21,24.0,44.0,159.0,23.1,0.4938262733388673,0.529185055502424,0.0559191208355531
8509,MAHONING,5457.0,5.0,42.8,2.94,1925.0,9637200.0,460180875.0,1081272.5,818490.75,,2.0,19.0,22.6,0.4917167473275541,0.3936177645419121,0.0694791611267705
8510,MAJOR,0.0,1.0,43.6,2.88,177.0,173660.0,1333164.0,1398.3,169551.84,3.0,,7.0,23.0,0.4957344708077846,0.2695641479793882,0.1089042921887496
8511,MALHEUR,10.0,1.0,36.1,3.24,414.0,1145407.0,12967308.0,1324.8000000000002,4111028.28,3.0,,6.0,21.9,0.5430220521346341,0.2473927474291686,0.3545280592239405
8512,MANASSAS (CITY),622.0,,,,,,,,,,,,,,,
8513,MANASSAS PARK (CITY),0.0,,,,,,,,,,,,,,,
8514,MANATEE,5537.0,5.0,45.6,2.85,459.0,8431093.0,148620069.0,196911.0,345388.32,,5.0,11.0,17.9,0.4855648121176813,0.3504004556790832,0.1728097873579959
8515,MANITOWOC,725.0,2.0,42.9,2.91,569.0,2361930.0,46577202.0,77782.29999999999,338936.23,,,19.0,19.3,0.5060735228896663,0.2108857311168759,0.0506455427980091
8516,MARATHON,786.0,3.0,39.4,3.0,1025.0,5458717.0,138838300.0,87125.0,1615799.75,,1.0,17.0,18.3,0.5063570072050914,0.2653187056073172,0.0322924368286
8517,MARENGO,0.0,1.0,40.4,3.01,242.0,565093.0,5088534.0,5178.799999999999,237842.44,,,6.0,23.7,0.4749533208855694,0.4990386141391127,0.0328620965590824
8518,MARICOPA,62368.0,53.0,,,,,,,,718.0,20.0,43.0,18.4,0.4984288778879338,0.4543828332375965,0.3209191031399592
8519,MARIN,2278.0,3.0,44.5,2.9400000000000004,811.0,20509863.0,207217799.0,389442.2,426285.93,33.0,11.0,19.0,15.9,0.4914341960330914,0.3881850274344662,0.1710856267918662
8520,MARINETTE,127.0,1.0,45.7,2.77,335.0,922130.0,14098810.0,9782.0,478932.75000000006,,,14.0,19.6,0.5106935314851863,0.1311688847412828,0.0249118795846432
8521,MARION,38501.0,34.0,37.67435598626104,3.055210377821393,16304.0,118991913.0,5885320090.0,11453749.0,12282889.21,64.0,41.0,150.0,26.8,0.4961242968857182,0.189129768962537,0.0292564137741802
8810,MARIPOSA,10.0,1.0,,,,,,,,1.0,1.0,3.0,18.3,0.5041715628672151,0.3098590644622696,0.1476498237367802
8811,MARLBORO,31.0,,38.8,3.0600000000000005,178.0,399300.0,5239786.0,10608.8,86376.28,,,5.0,21.8,0.5266715311647913,0.6085108422975737,0.0359460808786819
8812,MARSHALL,2281.0,14.0,41.71155107778819,2.973589503280225,4268.0,11642532.0,142857763.0,281036.9,2835645.32,13.0,21.0,105.0,26.2,0.4952475785281072,0.2328485331657452,0.1600736248151836
8956,MARTIN,2037.0,5.0,44.25386052303861,2.8947011207970115,1606.0,8839101.0,78356650.0,127163.2,987262.4,6.0,9.0,24.0,16.2,0.4964322309050282,0.2821884348090214,0.1470501092552127
8992,MARTINSVILLE (CITY),168.0,,,,,,,,,,,,,,,
8993,MASON,1897.0,5.0,43.57231892195396,2.881240875912409,1781.0,4395635.0,38950767.0,74855.5,989659.89,9.0,7.0,47.0,18.0,0.4990586758707248,0.1138614820151902,0.0152965171007216
9029,MATANUSKA-SUSITNA,1111.0,1.0,34.8,3.23,768.0,3068656.0,72544512.0,2764.8,19182927.36,12.0,,,18.4,,,
9030,MATHEWS,0.0,,50.1,2.76,308.0,332165.0,2793560.0,32463.2,26241.6,,,1.0,19.0,0.4918727915194346,0.3029706380918147,0.0319199057714958
9031,MAUI,1215.0,4.0,39.6,3.36,523.0,7549345.0,82548228.0,69820.5,606491.7200000001,29.0,,1.0,14.8,0.4989382480179615,0.856621817545456,0.1204921174802708
9032,MAURY,1564.0,3.0,38.3,2.99,311.0,2057773.0,25840679.0,40896.5,191451.6,,,11.0,26.0,0.4872363834724803,0.3565003007273327,0.0718386819404765
9033,MAYES,301.0,1.0,39.3,3.02,187.0,717187.0,7804819.0,11294.8,127812.63,,1.0,12.0,25.7,0.502589103033671,0.5765688494853378,0.042132915708909
9034,MCCLAIN,65.0,1.0,,,,,,,,2.0,,12.0,23.8,0.5027148722023573,0.3798784984749952,0.093894848364455
9035,MCCOOK,0.0,,42.7,2.94,100.0,131047.0,569000.0,970.0,57684.0,1.0,,4.0,15.4,0.5162686050536518,0.1441613268244793,0.047767393561786
9036,MCCORMICK,0.0,,50.0,2.65,102.0,175875.0,1066104.0,2652.0,40170.66,,1.0,7.0,18.8,0.530417861532159,0.5095966074941439,0.0220196640721015
9037,MCCULLOCH,0.0,,43.4,2.97,163.0,262452.0,1364310.0,1255.1,175001.69000000003,,,6.0,22.0,0.5012671735360811,0.2276438476617883,0.3197278911564626
9038,MCCURTAIN,42.0,1.0,38.7,3.05,236.0,478350.0,7840864.0,4106.4,448765.8,,,18.0,25.1,0.496750832498141,0.6909771939248168,0.0713200349164268
9039,MCDONOUGH,0.0,,29.2,2.8,1109.0,1946685.0,36380745.0,61327.7,654409.81,,3.0,8.0,18.0,0.4968541751982428,0.2875016907737217,0.0322028219351476
9040,MCDOWELL,1734.0,,42.250778210116735,2.881303501945525,514.0,2069796.0,20332528.0,42945.7,242619.49,,1.0,20.0,23.5,0.5061783567582061,0.2386281540213107,0.0675038544902017
9044,MCDUFFIE,73.0,,38.3,3.07,213.0,760574.0,4703466.0,17487.299999999996,56721.9,,2.0,2.0,20.1,0.4721595357619859,0.5247413222592775,0.035462626076544
9045,MCHENRY,2171.0,,38.342048293089086,3.221606994171524,2402.0,14634429.0,701254486.0,1136067.8,1668938.39,1.0,16.0,24.0,16.1,0.5021154975027827,0.2292407334816177,0.1525660230892358
9049,MCINTOSH,74.0,2.0,47.879178885630495,2.806891495601173,341.0,1101067.0,4459479.0,7262.9,243081.35,6.0,2.0,21.0,19.0,0.4838998211091234,0.4923214125790744,0.0286225402504472
9058,MCKEAN,222.0,,41.5,2.86,634.0,895402.0,27572026.0,27959.4,624001.8200000001,,3.0,15.0,22.9,0.5181106707470025,0.1611534735353674,0.0229518888275723
9059,MCKENZIE,10.0,1.0,38.1,3.06,330.0,1058783.0,2187900.0,726.0000000000001,943974.9,5.0,,5.0,17.8,0.5309174575783722,0.3924238498980044,0.1192119643370722
9060,MCKINLEY,792.0,4.0,30.800000000000004,3.82,391.0,2200578.0,28322867.0,5122.099999999999,2132998.84,7.0,1.0,9.0,18.8,0.4844479450093083,0.4083783566009487,0.1463697551195761
9061,MCLEAN,987.0,2.0,33.41784375900836,3.000334390314212,3469.0,16302831.0,537793782.0,453202.7,4162122.01,5.0,11.0,38.0,16.8,0.4904377092572791,0.4060800716922119,0.0556792352504659
9070,MCLENNAN,1213.0,,32.8,3.15,1462.0,10649492.0,350353680.0,323979.2,1550012.4,,4.0,18.0,22.6,0.4911706066647678,0.4282762260733189,0.2757723845358197
9071,MCMINN,1097.0,,41.6,2.94,263.0,1440225.0,13856681.0,31796.7,113684.38,,,9.0,25.5,0.4911639467095524,0.2228592638475453,0.0483013212960763
9072,MCMULLEN,0.0,,49.7,2.75,33.0,45638.0,23463.0,19.8,38164.5,,,,19.3,0.5260416666666666,0.2431483054214031,0.4513888888888889
9073,MCNAIRY,170.0,,41.6,2.97,223.0,548898.0,5832565.0,10324.9,125644.88999999998,,2.0,10.0,27.9,0.4938817915961213,0.2417638736122168,0.0263967985223949
9074,MCPHERSON,0.0,3.0,41.93890728476821,2.929453642384105,604.0,1397017.0,16390845.0,17895.899999999998,550428.55,8.0,6.0,12.0,17.9,0.4963014794082367,0.1780770264503713,0.0513461282153805
9083,MEADE,0.0,3.0,36.42940275650842,3.0530781010719754,653.0,1760264.0,13484281.0,23206.1,1061995.22,7.0,6.0,18.0,18.9,0.5198870926353605,0.1897541483524059,0.2114447010520913
9092,MECKLENBURG,9870.0,8.0,35.17229987293519,3.0979252132873483,5509.0,74531650.0,4687290639.0,8313177.800000001,3087163.62,,2.0,22.0,18.9,0.4841224663695922,0.6319515583138948,0.144247558914328
9096,MEDINA,1376.0,3.0,40.18652535957608,3.0870779712339136,2642.0,9452612.0,429789826.0,971193.0,1374538.2,,4.0,23.0,22.4,0.4979783338419286,0.1603228263790619,0.026815685077815
9100,MEIGS,754.0,,41.58594594594595,2.90772972972973,370.0,657176.0,7803924.0,20291.2,141831.36000000002,,,14.0,26.7,0.5028904365241932,0.1077025456131048,0.0097409986799581
9104,MELLETTE,0.0,,,,,,,,,1.0,,1.0,17.4,0.5142706131078224,0.574191830194203,0.0396405919661733
9105,MENARD,0.0,,43.11167979002624,2.8630314960629923,762.0,726841.0,9095361.0,28478.4,275011.11000000004,,2.0,7.0,17.3,0.4914611005692599,0.1197977395273671,0.0168302945301542
9109,MENDOCINO,2171.0,3.0,41.6,3.02,296.0,2418555.0,26075824.0,7400.0,1039578.64,19.0,5.0,20.0,18.4,0.495984763262533,0.3695456271741122,0.2795518082487776
9110,MENOMINEE,42.0,,44.001986754966886,2.8807284768211923,151.0,430933.0,3215579.0,3196.4,143710.03,,4.0,12.0,20.6,0.5174933379179919,0.1933159518433291,0.0240264764033353
9114,MERCED,2203.0,2.0,29.600000000000005,3.74,1252.0,12417792.0,321564932.0,162008.80000000002,2475529.52,30.0,7.0,6.0,17.8,0.5079720289365341,0.4564564500936571,0.6319901797844242
9115,MERCER,9614.0,14.0,40.53005667729367,3.023519305703153,5646.0,34753364.0,1044866558.0,3978074.4,2472377.2,2.0,13.0,87.0,17.1,0.5064499484004128,0.1060697850443553,0.0319272445820433
9179,MERRICK,0.0,1.0,42.4,2.94,96.0,181965.0,758784.0,1526.4,47473.92,2.0,,6.0,17.1,0.5083538401761429,0.1455775109355136,0.0582826058800673
9180,MERRIMACK,1728.0,4.0,,,,,,,,,4.0,24.0,23.7,0.4981989488527112,0.1971986076169978,0.0264773746955518
9181,MESA,1467.0,5.0,38.0,2.97,822.0,6488213.0,123482484.0,36085.8,2746441.74,29.0,6.0,8.0,20.6,0.4972956958067526,0.2030524435607104,0.1552484934062886
9182,MIAMI,1448.0,5.0,39.98529264632317,3.001215607803902,1999.0,6592690.0,130330078.0,298743.0,954471.15,4.0,5.0,23.0,22.4,0.543000504569154,0.2489114598705669,0.0380669395077647
9191,MIAMI-DADE,14218.0,21.0,,,,,,,,,30.0,8.0,14.7,0.4914626433847688,0.3955608920299449,0.6911726481457172
9192,MIDDLESEX,11085.0,24.0,40.341929015440144,3.0360116302386206,4987.0,66769344.0,5519157148.0,6746757.800000001,3448094.24,,66.0,121.0,19.6,0.4943315369131874,0.4825679488276031,0.0879435781844716
9204,MIDLAND,869.0,3.0,35.673809523809524,3.118809523809524,1554.0,10342252.0,193320227.0,238964.5,1221823.62,17.0,2.0,13.0,20.6,0.4969285560628152,0.1966922207954472,0.0335468604345435
9208,MIFFLIN,418.0,1.0,42.4,2.98,633.0,1420425.0,29854179.0,71275.8,262467.12,,2.0,12.0,23.1,0.4935635383143428,0.1099925500273324,0.0202879011916152
9209,MILLARD,0.0,2.0,33.8,3.42,229.0,768223.0,2944940.0,412.2,1563595.97,3.0,,7.0,22.1,0.5177044261065267,0.2144195889280162,0.1280570142535634
9210,MILLER,201.0,2.0,38.81834319526627,2.9647633136094678,1014.0,3474723.0,32081457.0,53076.6,567001.62,2.0,3.0,11.0,23.7,0.4986604624929498,0.4713040852785375,0.0410556495581876
9219,MILLS,0.0,,42.68700906344411,2.964441087613293,331.0,1656371.0,3938038.0,8367.0,178920.36000000002,5.0,2.0,11.0,16.8,0.5039510753796468,0.1226751528324247,0.0411598983027554
9223,MILWAUKEE,21870.0,13.0,33.7,3.14,1.0,19800.0,949421.0,3902.2,242.87,,1.0,13.0,18.4,0.4867061952123797,0.5958773759085486,0.1659654649538839
9224,MINER,0.0,,46.29999999999999,2.97,12.0,14502.0,28584.0,50.400000000000006,6863.039999999999,1.0,,2.0,14.6,0.5177951388888888,0.1514920895657868,0.0373263888888888
9225,MINERAL,351.0,3.0,46.40625,2.7660991379310347,464.0,804152.0,7144020.0,19108.3,523486.24,2.0,1.0,19.0,17.9,0.5134264232008593,0.1159231840376793,0.0644468313641246
9241,MINGO,891.0,,41.0,2.91,148.0,414794.0,3989340.0,9383.2,62692.8,,,10.0,28.9,0.4962122890178532,0.1128509745498533,0.0087715412218136
9242,MINIDOKA,0.0,1.0,35.3,3.27,218.0,755800.0,4442622.0,5733.400000000001,166357.98,3.0,2.0,3.0,18.4,0.5067135261782464,0.1927527620628051,0.3635216725241056
9243,MINNEHAHA,1251.0,6.0,34.5,3.03,1243.0,8507102.0,216899771.0,258792.6,1011627.98,43.0,2.0,15.0,16.0,0.5103568644562217,0.3867570494668041,0.0606115575253344
9244,MISSISSIPPI,326.0,2.0,36.53012048192771,3.0533132530120484,664.0,1746265.0,22871348.0,29350.0,489962.44,,1.0,15.0,24.8,0.490744549568079,0.4968010511290039,0.0514962978198272
9248,MITCHELL,0.0,5.0,42.43958944281525,2.957724340175953,1705.0,2153156.0,21296172.0,46271.1,909851.08,4.0,10.0,24.0,19.6,0.502794089789733,0.5273968861206197,0.0547925743512028
9273,MOBILE,3945.0,6.0,36.6,3.11,2015.0,22709917.0,838715540.0,660114.0,2540149.3,,,19.0,23.3,0.4785871063243326,0.5502759152392491,0.0318999735058129
9274,MODOC,0.0,2.0,46.0,2.8,46.0,91155.0,450386.0,105.8,193359.16,2.0,3.0,10.0,18.9,0.4967688873222888,0.3473944436134244,0.1601456938080131
9275,MOFFAT,40.0,1.0,35.9,3.03,149.0,397503.0,2084212.0,432.1,707890.0599999999,5.0,2.0,1.0,20.2,0.5149882370797602,0.1919536978186269,0.1699931699172801
9276,MOHAVE,2366.0,4.0,,,,,,,,34.0,2.0,17.0,20.1,0.506684298239258,0.2637228426224327,0.1810059053691761
9277,MONMOUTH,6951.0,5.0,41.3,3.22,2137.0,30202519.0,1356026939.0,2821908.5,1020161.06,,5.0,63.0,17.1,0.4907871162462855,0.3694263574434711,0.1166080316970398
9278,MONONGALIA,1670.0,2.0,29.2,2.87,430.0,4146037.0,43199090.0,113047.0,157315.5,,1.0,12.0,26.3,0.5166325127024675,0.2806943599124974,0.0246750694775847
9279,MONROE,17265.0,25.0,37.90556855404773,2.988403369209172,10685.0,58891014.0,3463061149.0,5447486.8,6247007.350000001,1.0,29.0,161.0,23.8,0.4787672644815502,0.534649189362976,0.0184498041640898
9568,MONTAGUE,0.0,1.0,43.4,2.93,527.0,600884.0,10412993.0,11067.0,494557.88,,1.0,8.0,23.0,0.4936618715282723,0.165356612952677,0.1207805155960689
9569,MONTEREY,3601.0,4.0,33.0,3.66,1431.0,18042919.0,601685415.0,179161.2,4742935.0200000005,58.0,12.0,27.0,16.8,0.5094211034565608,0.4380485873842673,0.608247970466065
9570,MONTEZUMA,190.0,1.0,43.0,2.9100000000000006,187.0,891305.0,4879391.0,2337.5,381466.91,5.0,3.0,7.0,20.1,0.4986398670092187,0.3833129974401241,0.1320462445216865
9571,MONTGOMERY,31914.0,55.0,38.09945493993756,3.039815843784728,18897.0,176711769.0,8631117590.0,16198737.5,11135356.69,8.0,39.0,221.0,22.0,0.4703857996739721,0.5439645733010003,0.040545853746891
9895,MONTROSE,241.0,1.0,42.0,2.97,218.0,1207921.0,9181942.0,4011.2,488860.64,7.0,2.0,6.0,19.5,0.4965419643468535,0.1936733842773348,0.2118874255324005
9896,MOODY,0.0,1.0,40.6,3.0,101.0,158293.0,655288.0,1262.5,52598.78,2.0,1.0,3.0,14.7,0.512521656953851,0.4472800794932163,0.0491415971019058
9897,MOORE,1192.0,2.0,42.72226890756303,2.9341176470588235,714.0,3605806.0,52661168.0,73655.9,487989.79,2.0,3.0,20.0,20.8,0.4891358937184334,0.3875049754668537,0.0770010707754119
